date;heure;GEN;A1;GON;RUR-SE;RUR_S;RN6;PA04C;BOB;AUT;VITRY;RUR_N;BP_EST;RAMBO
03/07/2014;9;16;39;16;n/d;7;12;14;16;17;11;9;22;n/d
03/07/2014;10;13;n/d;7;n/d;5;16;12;15;12;10;10;10;n/d
03/07/2014;11;8;n/d;8;6;3;10;16;9;12;6;7;14;n/d
03/07/2014;12;7;n/d;7;7;1;11;13;4;15;8;7;11;n/d
03/07/2014;13;6;n/d;6;7;0;10;15;2;14;9;7;10;n/d
03/07/2014;14;7;n/d;6;4;3;9;12;8;11;7;10;7;n/d
03/07/2014;15;9;n/d;6;5;2;5;11;8;11;8;10;10;n/d
03/07/2014;16;n/d;n/d;7;4;2;7;9;13;15;n/d;8;9;n/d
03/07/2014;17;n/d;n/d;8;2;1;14;9;12;14;n/d;8;10;n/d
03/07/2014;18;n/d;n/d;9;6;4;9;11;10;12;n/d;8;10;n/d
03/07/2014;19;10;n/d;11;7;5;11;10;4;17;n/d;5;13;n/d
03/07/2014;20;10;n/d;8;6;6;14;12;5;22;n/d;7;16;n/d
03/07/2014;21;12;n/d;14;8;6;21;17;10;25;n/d;10;15;n/d
03/07/2014;22;14;n/d;12;8;11;18;16;14;32;n/d;7;24;n/d
03/07/2014;23;14;n/d;11;7;8;20;15;13;35;15;8;27;n/d
03/07/2014;24;12;n/d;14;10;5;11;14;15;34;12;11;16;n/d
04/07/2014;1;12;n/d;11;11;9;16;13;13;32;12;11;14;n/d
04/07/2014;2;11;n/d;10;7;7;11;10;12;20;11;9;16;n/d
04/07/2014;3;11;n/d;14;4;4;12;11;10;21;10;7;19;n/d
04/07/2014;4;12;n/d;13;1;3;13;10;13;28;12;7;23;n/d
04/07/2014;5;14;n/d;14;7;7;17;11;15;32;13;7;36;n/d
04/07/2014;6;17;n/d;13;11;11;19;14;18;32;11;10;26;n/d
04/07/2014;7;18;n/d;12;8;8;23;17;17;19;11;13;21;n/d
04/07/2014;8;19;n/d;12;6;6;29;19;17;17;11;12;27;n/d
04/07/2014;9;14;n/d;16;8;4;18;16;17;21;13;19;32;n/d
04/07/2014;10;17;n/d;11;3;n/d;23;19;16;20;12;19;29;n/d
04/07/2014;11;17;n/d;15;4;n/d;19;18;16;17;12;13;24;n/d
04/07/2014;12;13;n/d;10;3;n/d;21;14;14;18;9;11;22;n/d
04/07/2014;13;12;n/d;6;0;n/d;16;11;11;13;8;10;27;n/d
04/07/2014;14;8;28;7;1;n/d;17;13;9;14;7;10;18;n/d
04/07/2014;15;9;30;9;7;0;10;15;12;16;9;8;15;n/d
04/07/2014;16;n/d;27;11;8;2;18;11;10;12;n/d;10;26;n/d
04/07/2014;17;n/d;25;9;6;5;17;15;4;12;n/d;9;12;n/d
04/07/2014;18;13;26;11;7;4;11;14;8;11;n/d;10;21;n/d
04/07/2014;19;11;25;11;5;5;17;21;10;16;n/d;6;13;n/d
04/07/2014;20;10;32;9;7;4;13;16;9;15;n/d;9;15;n/d
04/07/2014;21;9;22;14;8;8;11;14;12;16;n/d;10;16;n/d
04/07/2014;22;8;18;11;5;5;13;13;11;10;n/d;12;12;n/d
04/07/2014;23;9;26;8;3;4;12;11;12;9;n/d;11;14;n/d
04/07/2014;24;8;25;10;6;0;13;10;9;6;n/d;7;12;n/d
05/07/2014;1;7;19;8;4;0;11;8;9;9;n/d;8;11;n/d
05/07/2014;2;6;13;10;1;9;9;7;7;6;n/d;6;6;n/d
05/07/2014;3;5;10;9;2;6;5;7;7;5;n/d;4;8;n/d
05/07/2014;4;5;11;5;0;4;5;6;8;8;5;3;12;n/d
05/07/2014;5;6;12;3;n/d;3;8;7;8;8;6;2;11;n/d
05/07/2014;6;4;15;3;n/d;2;10;4;7;9;4;3;17;n/d
05/07/2014;7;3;17;2;n/d;4;8;5;5;8;2;0;12;n/d
05/07/2014;8;4;15;2;n/d;4;7;5;3;10;3;n/d;8;n/d
05/07/2014;9;2;15;1;0;0;4;6;6;9;2;2;7;n/d
05/07/2014;10;2;21;2;n/d;0;5;4;5;8;2;2;7;n/d
05/07/2014;11;3;18;4;0;1;9;4;4;6;1;n/d;8;n/d
05/07/2014;12;2;16;2;0;1;11;4;5;5;4;n/d;8;n/d
05/07/2014;13;2;17;2;0;2;10;6;4;4;3;n/d;5;n/d
05/07/2014;14;2;16;1;4;5;13;6;7;9;1;0;2;n/d
05/07/2014;15;4;22;3;5;6;11;6;4;8;2;1;4;n/d
05/07/2014;16;4;23;7;5;6;12;7;4;11;4;4;15;n/d
05/07/2014;17;5;27;9;5;10;12;8;9;10;5;5;12;n/d
05/07/2014;18;6;23;12;5;6;12;10;6;11;7;5;16;n/d
05/07/2014;19;9;22;15;4;2;13;10;8;10;5;5;11;n/d
05/07/2014;20;8;22;3;5;1;9;9;5;8;3;5;8;n/d
05/07/2014;21;6;17;4;5;3;6;9;6;8;3;4;8;n/d
05/07/2014;22;5;15;8;5;4;9;10;6;11;4;3;12;n/d
05/07/2014;23;6;15;8;7;2;6;10;9;9;5;6;10;n/d
05/07/2014;24;5;15;6;5;1;5;8;8;6;5;8;8;n/d
06/07/2014;1;4;17;3;1;0;5;5;4;1;3;4;9;n/d
06/07/2014;2;3;12;2;3;0;3;4;6;1;2;3;7;n/d
06/07/2014;3;3;9;2;5;1;3;4;1;2;2;0;4;n/d
06/07/2014;4;3;10;3;5;3;1;4;4;3;1;n/d;8;n/d
06/07/2014;5;4;10;2;3;2;3;6;3;3;0;n/d;8;n/d
06/07/2014;6;6;14;5;1;2;5;5;6;3;2;0;6;n/d
06/07/2014;7;5;11;4;4;0;3;3;4;5;2;0;3;n/d
06/07/2014;8;3;11;6;3;0;2;3;5;6;3;n/d;2;n/d
06/07/2014;9;3;14;5;0;1;3;5;4;10;4;n/d;11;n/d
06/07/2014;10;4;16;3;n/d;2;4;7;5;7;3;n/d;10;n/d
06/07/2014;11;3;19;4;0;5;6;6;8;9;1;1;17;n/d
06/07/2014;12;5;20;7;3;5;11;10;9;13;7;n/d;12;n/d
06/07/2014;13;1;17;6;3;2;9;7;10;14;3;n/d;7;n/d
06/07/2014;14;7;19;4;2;1;6;2;1;13;0;n/d;3;n/d
06/07/2014;15;2;23;5;4;2;5;4;0;15;1;n/d;5;n/d
06/07/2014;16;4;34;5;3;0;5;6;3;19;1;2;7;n/d
06/07/2014;17;4;34;4;0;1;5;3;4;14;1;3;4;n/d
06/07/2014;18;7;27;6;n/d;2;3;8;6;24;3;3;2;n/d
06/07/2014;19;5;31;8;1;3;9;12;6;22;4;3;5;n/d
06/07/2014;20;5;28;11;1;3;11;10;8;27;3;4;3;n/d
06/07/2014;21;7;21;11;0;3;9;11;6;30;4;6;8;n/d
06/07/2014;22;9;28;10;0;4;10;8;7;28;9;4;17;n/d
06/07/2014;23;10;23;10;n/d;4;8;9;14;30;10;16;23;n/d
06/07/2014;24;10;20;14;n/d;3;7;10;22;25;9;10;20;n/d
07/07/2014;1;11;29;16;n/d;1;7;7;18;22;10;4;21;n/d
07/07/2014;2;11;21;12;0;5;4;9;17;13;10;2;21;n/d
07/07/2014;3;12;26;15;0;6;5;9;15;15;10;7;16;n/d
07/07/2014;4;13;33;12;4;4;10;11;14;19;10;5;23;n/d
07/07/2014;5;12;31;16;4;3;11;14;14;27;10;3;33;n/d
07/07/2014;6;13;32;18;1;4;11;11;17;22;10;8;32;n/d
07/07/2014;7;19;30;12;5;5;17;8;17;17;16;11;19;n/d
07/07/2014;8;16;22;12;9;4;13;12;12;22;18;8;16;n/d
07/07/2014;9;11;26;9;8;6;20;13;11;25;9;7;18;n/d
07/07/2014;10;7;26;8;6;5;15;13;8;18;8;5;13;n/d
07/07/2014;11;8;23;5;6;2;10;13;n/d;16;9;5;16;n/d
07/07/2014;12;10;19;11;5;3;8;13;n/d;17;7;6;14;n/d
07/07/2014;13;8;23;11;3;2;16;14;14;22;n/d;5;15;n/d
07/07/2014;14;7;23;8;2;3;14;11;8;16;5;5;16;n/d
07/07/2014;15;7;24;8;4;5;13;11;7;23;5;8;17;n/d
07/07/2014;16;9;24;9;6;4;11;12;7;28;5;6;13;n/d
07/07/2014;17;10;28;10;5;4;17;14;6;19;7;6;12;n/d
07/07/2014;18;10;38;11;5;4;11;13;12;17;9;6;26;n/d
07/07/2014;19;11;32;13;4;2;12;12;9;11;10;8;21;n/d
07/07/2014;20;11;21;13;4;2;13;13;8;14;9;8;17;n/d
07/07/2014;21;10;18;9;2;5;10;10;7;10;6;7;17;n/d
07/07/2014;22;8;19;8;6;7;9;10;8;15;4;10;17;n/d
07/07/2014;23;8;19;10;5;6;7;10;9;15;9;7;7;n/d
07/07/2014;24;9;20;8;2;3;8;10;12;13;9;4;12;n/d
08/07/2014;1;7;15;6;1;3;5;9;9;15;3;4;19;n/d
08/07/2014;2;8;14;3;3;0;5;10;3;14;5;3;14;n/d
08/07/2014;3;8;12;5;5;0;6;8;6;10;7;8;17;n/d
08/07/2014;4;7;12;7;3;3;12;6;5;21;9;9;11;n/d
08/07/2014;5;6;18;9;3;4;9;5;7;31;7;6;20;n/d
08/07/2014;6;7;25;9;3;8;19;5;10;39;7;5;11;n/d
08/07/2014;7;8;24;5;5;6;13;5;10;20;8;4;9;n/d
08/07/2014;8;10;23;8;4;4;8;9;10;19;9;5;14;n/d
08/07/2014;9;11;23;9;4;4;8;10;10;19;12;7;11;n/d
08/07/2014;10;8;21;9;5;3;12;10;9;11;8;6;8;n/d
08/07/2014;11;8;22;10;5;2;12;10;8;10;7;9;7;n/d
08/07/2014;12;7;19;8;3;2;10;11;6;19;5;7;14;n/d
08/07/2014;13;7;23;7;6;3;12;12;8;21;4;6;8;n/d
08/07/2014;14;7;20;5;4;3;11;8;6;23;2;5;13;n/d
08/07/2014;15;4;23;4;0;6;11;7;7;23;4;8;12;n/d
08/07/2014;16;6;26;6;1;8;16;8;11;17;6;6;7;n/d
08/07/2014;17;6;22;6;2;5;15;19;7;18;4;8;6;n/d
08/07/2014;18;6;21;6;4;1;13;15;5;19;6;6;6;n/d
08/07/2014;19;5;22;5;7;0;11;9;6;21;7;2;6;n/d
08/07/2014;20;7;28;4;3;1;12;10;6;24;6;7;12;n/d
08/07/2014;21;9;24;7;0;0;9;10;10;11;6;6;11;n/d
08/07/2014;22;8;21;11;n/d;0;8;11;12;11;7;8;12;n/d
08/07/2014;23;8;18;8;n/d;3;9;8;10;9;7;10;8;n/d
08/07/2014;24;8;17;7;n/d;5;10;7;9;9;7;6;7;n/d
09/07/2014;1;7;11;4;n/d;6;7;7;5;8;6;5;8;n/d
09/07/2014;2;8;12;7;0;3;7;7;4;8;5;4;13;n/d
09/07/2014;3;8;14;8;0;4;10;7;8;9;6;4;9;n/d
09/07/2014;4;9;17;9;1;4;8;9;8;19;7;7;7;n/d
09/07/2014;5;10;25;10;2;4;6;11;9;22;7;6;15;n/d
09/07/2014;6;12;32;7;3;3;11;12;11;26;10;7;13;n/d
09/07/2014;7;13;29;10;7;4;13;14;10;23;12;8;12;n/d
09/07/2014;8;12;26;15;5;7;12;16;12;26;11;11;15;n/d
09/07/2014;9;13;33;12;6;8;11;14;12;21;12;11;8;n/d
09/07/2014;10;13;30;14;4;9;8;13;11;23;12;10;n/d;n/d
09/07/2014;11;13;27;15;2;6;5;16;8;15;10;15;n/d;n/d
09/07/2014;12;9;27;9;5;6;6;11;7;16;10;11;n/d;n/d
09/07/2014;13;10;22;11;2;7;8;14;11;21;8;12;n/d;n/d
09/07/2014;14;12;27;9;2;8;6;13;13;27;10;9;n/d;n/d
09/07/2014;15;11;32;14;4;8;10;13;9;25;9;14;n/d;n/d
09/07/2014;16;13;30;12;4;6;17;16;13;19;11;10;n/d;n/d
09/07/2014;17;13;49;15;5;7;16;16;17;25;11;11;n/d;n/d
09/07/2014;18;15;43;14;3;14;12;18;17;24;12;12;n/d;n/d
09/07/2014;19;14;34;15;6;12;21;17;12;22;12;14;n/d;n/d
09/07/2014;20;13;39;10;13;9;12;17;11;27;10;10;n/d;n/d
09/07/2014;21;12;29;11;11;6;16;18;12;16;11;8;n/d;n/d
09/07/2014;22;10;23;12;7;4;12;13;11;12;10;7;n/d;n/d
09/07/2014;23;7;18;9;5;5;11;12;10;15;10;7;n/d;n/d
09/07/2014;24;8;9;5;5;7;7;9;8;12;8;5;n/d;n/d
10/07/2014;1;7;7;3;4;5;6;6;4;9;7;5;n/d;n/d
10/07/2014;2;4;10;4;2;8;6;4;5;5;4;3;n/d;n/d
10/07/2014;3;3;9;7;0;5;4;4;4;5;3;1;n/d;n/d
10/07/2014;4;4;11;7;0;5;2;4;3;6;3;2;n/d;n/d
10/07/2014;5;5;14;5;1;6;7;4;3;17;3;5;n/d;n/d
10/07/2014;6;6;20;9;0;4;5;5;1;17;2;8;n/d;n/d
10/07/2014;7;7;20;5;0;5;5;6;2;14;6;7;n/d;n/d
10/07/2014;8;6;17;5;2;5;13;8;4;13;7;7;n/d;n/d
10/07/2014;9;6;20;6;n/d;4;10;8;3;15;3;6;n/d;n/d
10/07/2014;10;7;25;5;n/d;4;6;7;8;20;6;5;n/d;n/d
10/07/2014;11;7;23;5;n/d;5;8;8;5;15;7;3;3;n/d
10/07/2014;12;8;28;8;9;5;8;10;4;14;4;4;5;n/d
10/07/2014;13;10;32;7;13;8;10;13;10;18;7;7;3;n/d
10/07/2014;14;9;26;8;13;11;11;12;9;23;9;6;4;n/d
10/07/2014;15;9;26;9;10;7;10;12;9;18;9;5;8;n/d
10/07/2014;16;10;28;8;8;11;7;13;6;22;7;5;13;n/d
10/07/2014;17;10;25;9;7;9;8;11;5;18;8;6;10;n/d
10/07/2014;18;11;25;9;5;7;11;14;10;18;10;6;15;n/d
10/07/2014;19;9;22;10;4;9;9;15;13;12;9;6;9;n/d
10/07/2014;20;8;18;8;9;6;10;13;9;13;8;7;8;n/d
10/07/2014;21;8;17;7;12;5;9;11;7;13;7;7;8;n/d
10/07/2014;22;9;17;7;11;6;8;11;7;16;9;8;10;n/d
10/07/2014;23;7;17;14;8;5;7;11;8;14;8;7;9;n/d
10/07/2014;24;11;18;13;4;5;11;10;10;12;8;8;11;n/d
11/07/2014;1;9;18;7;2;5;11;9;7;14;9;9;14;n/d
11/07/2014;2;9;14;6;7;7;9;9;9;15;8;5;10;n/d
11/07/2014;3;8;15;5;9;5;7;7;9;12;6;2;8;n/d
11/07/2014;4;7;12;5;6;5;8;6;7;16;4;3;10;n/d
11/07/2014;5;7;16;6;2;6;6;5;5;21;6;4;6;n/d
11/07/2014;6;8;30;4;1;6;7;7;6;29;8;4;9;n/d
11/07/2014;7;10;28;3;2;6;8;9;7;26;9;3;12;n/d
11/07/2014;8;11;31;5;2;6;10;13;7;28;10;6;16;n/d
11/07/2014;9;8;32;13;2;6;11;13;10;n/d;10;7;18;n/d
11/07/2014;10;9;30;10;10;7;14;13;11;n/d;9;9;10;n/d
11/07/2014;11;12;35;10;8;8;17;15;14;n/d;11;9;18;n/d
11/07/2014;12;11;24;10;7;9;11;14;11;n/d;11;7;12;n/d
11/07/2014;13;8;27;11;9;10;13;13;5;15;10;3;17;n/d
11/07/2014;14;10;n/d;6;5;10;13;11;7;15;7;0;15;n/d
11/07/2014;15;8;n/d;4;3;9;22;9;9;13;8;5;12;n/d
11/07/2014;16;7;21;9;2;12;11;9;6;13;12;3;17;n/d
11/07/2014;17;7;22;6;2;15;12;9;7;17;8;4;12;n/d
11/07/2014;18;8;16;5;3;10;13;11;8;12;7;5;11;n/d
11/07/2014;19;8;15;7;5;6;14;11;6;16;9;4;10;n/d
11/07/2014;20;6;15;6;4;3;16;8;6;11;7;3;8;n/d
11/07/2014;21;7;16;5;0;4;17;10;7;11;6;2;14;n/d
11/07/2014;22;5;15;5;0;4;17;9;8;11;8;5;12;n/d
11/07/2014;23;7;17;4;3;8;15;7;4;17;6;8;9;n/d
11/07/2014;24;7;15;5;1;6;9;6;7;15;4;11;10;n/d
12/07/2014;1;9;18;10;3;6;8;11;7;20;6;8;14;n/d
12/07/2014;2;13;23;6;4;5;12;15;10;21;9;9;15;n/d
12/07/2014;3;14;21;5;4;7;13;14;10;23;10;9;19;n/d
12/07/2014;4;14;29;11;1;7;15;18;13;n/d;11;8;23;n/d
12/07/2014;5;17;37;13;0;6;10;16;17;n/d;13;9;n/d;n/d
12/07/2014;6;16;27;18;0;6;13;18;25;n/d;16;11;n/d;n/d
12/07/2014;7;12;29;14;2;11;18;17;21;n/d;15;8;n/d;n/d
12/07/2014;8;11;31;10;7;6;14;13;19;n/d;13;4;n/d;n/d
12/07/2014;9;7;21;9;8;6;18;9;13;n/d;10;4;n/d;n/d
12/07/2014;10;8;22;6;6;7;13;9;9;n/d;5;4;n/d;n/d
12/07/2014;11;6;26;4;4;5;9;10;7;22;4;6;n/d;n/d
12/07/2014;12;8;29;5;5;7;12;9;7;18;7;5;n/d;n/d
12/07/2014;13;12;28;7;5;5;13;12;8;21;7;4;n/d;n/d
12/07/2014;14;7;28;5;5;5;14;14;10;15;6;3;n/d;n/d
12/07/2014;15;9;22;8;3;4;14;12;10;23;7;6;n/d;n/d
12/07/2014;16;13;29;10;0;1;17;13;13;23;11;10;n/d;n/d
12/07/2014;17;16;29;11;4;9;11;17;13;20;9;13;n/d;n/d
12/07/2014;18;23;35;19;2;7;13;17;15;34;7;18;n/d;n/d
12/07/2014;19;21;44;19;1;9;10;24;19;37;11;22;n/d;n/d
12/07/2014;20;19;38;25;2;7;15;28;20;36;18;22;n/d;n/d
12/07/2014;21;20;33;22;4;6;12;27;20;38;16;20;n/d;n/d
12/07/2014;22;21;38;27;3;13;14;24;21;30;16;21;n/d;n/d
12/07/2014;23;15;34;14;8;7;16;21;22;24;14;17;n/d;n/d
12/07/2014;24;12;31;14;10;5;13;16;13;21;10;4;13;n/d
13/07/2014;1;12;27;15;10;11;10;13;11;22;9;9;8;n/d
13/07/2014;2;13;25;13;6;8;9;11;9;11;8;10;10;n/d
13/07/2014;3;8;20;11;3;5;7;9;10;11;8;9;11;n/d
13/07/2014;4;8;14;13;1;9;13;9;11;12;6;5;19;n/d
13/07/2014;5;7;15;11;3;10;10;7;11;12;8;6;13;n/d
13/07/2014;6;8;17;8;4;7;11;9;9;17;9;9;12;n/d
13/07/2014;7;10;23;11;0;9;9;11;12;13;8;6;17;n/d
13/07/2014;8;10;19;10;0;7;9;8;5;7;8;4;19;n/d
13/07/2014;9;7;15;8;3;6;10;6;4;11;6;4;12;n/d
13/07/2014;10;2;18;7;5;4;11;6;8;7;2;3;12;n/d
13/07/2014;11;2;25;4;5;2;10;7;5;5;2;3;8;n/d
13/07/2014;12;2;24;2;0;1;11;6;5;16;1;2;7;n/d
13/07/2014;13;3;30;2;n/d;2;8;5;6;9;2;1;14;n/d
13/07/2014;14;5;29;3;0;3;6;7;5;13;2;1;7;n/d
13/07/2014;15;7;23;1;0;2;6;5;7;12;3;0;6;n/d
13/07/2014;16;6;25;4;0;1;10;6;6;13;1;0;7;n/d
13/07/2014;17;5;25;4;2;1;8;6;4;14;3;0;7;n/d
13/07/2014;18;4;23;2;2;1;8;6;5;20;4;2;9;n/d
13/07/2014;19;5;21;2;0;3;9;8;3;20;1;3;8;n/d
13/07/2014;20;6;33;7;2;3;11;9;8;18;4;6;8;n/d
13/07/2014;21;9;25;14;1;5;7;10;13;18;5;9;8;n/d
13/07/2014;22;8;18;12;0;4;6;8;10;20;8;7;8;n/d
13/07/2014;23;11;22;13;3;6;8;8;n/d;37;18;19;14;n/d
13/07/2014;24;26;31;9;3;4;18;11;n/d;18;13;5;12;n/d
14/07/2014;1;27;49;16;2;5;13;9;20;14;5;5;8;n/d
14/07/2014;2;24;37;29;4;6;13;8;15;14;4;5;9;n/d
14/07/2014;3;6;12;8;0;3;10;7;3;10;5;6;8;n/d
14/07/2014;4;4;14;7;n/d;3;6;4;10;18;4;5;8;n/d
14/07/2014;5;5;17;4;4;2;6;5;9;10;4;3;7;n/d
14/07/2014;6;6;17;6;2;2;9;7;6;13;5;3;6;n/d
14/07/2014;7;7;18;5;0;4;7;5;5;10;4;10;7;n/d
14/07/2014;8;6;16;7;0;4;6;5;2;11;4;9;9;n/d
14/07/2014;9;7;19;8;3;4;9;7;4;12;4;8;8;n/d
14/07/2014;10;9;21;8;1;3;10;10;8;14;8;10;15;n/d
14/07/2014;11;10;23;13;1;4;9;11;10;16;7;11;14;n/d
14/07/2014;12;10;23;11;2;4;11;15;11;19;9;10;12;n/d
14/07/2014;13;11;26;12;5;5;10;14;13;19;8;8;11;n/d
14/07/2014;14;11;27;13;5;4;7;11;11;16;9;9;12;n/d
14/07/2014;15;10;26;8;4;3;10;12;7;17;8;6;15;n/d
14/07/2014;16;9;28;9;2;3;11;11;8;11;6;5;6;n/d
14/07/2014;17;10;26;8;2;4;9;n/d;8;15;8;6;5;n/d
14/07/2014;18;8;26;5;4;3;10;n/d;7;15;7;12;7;n/d
14/07/2014;19;7;26;9;4;1;11;12;7;24;5;8;10;n/d
14/07/2014;20;8;19;12;8;3;11;12;9;23;8;6;10;n/d
14/07/2014;21;9;24;12;8;3;16;13;9;32;8;6;18;n/d
14/07/2014;22;10;19;14;4;3;31;11;10;35;9;5;28;n/d
14/07/2014;23;10;16;11;0;5;16;8;17;40;7;4;18;n/d
14/07/2014;24;17;17;14;0;6;10;12;29;44;10;4;25;n/d
15/07/2014;1;26;25;10;2;5;9;20;21;50;27;5;38;n/d
15/07/2014;2;21;28;14;0;4;12;16;22;27;33;5;40;n/d
15/07/2014;3;28;36;12;0;5;9;24;31;29;29;6;35;n/d
15/07/2014;4;29;42;17;0;5;15;30;32;25;23;19;45;n/d
15/07/2014;5;32;49;13;0;4;13;27;29;35;22;26;52;n/d
15/07/2014;6;33;63;28;7;2;19;31;30;50;21;28;49;n/d
15/07/2014;7;30;49;32;6;3;14;26;23;40;19;30;37;n/d
15/07/2014;8;23;34;18;8;3;19;19;18;22;11;20;21;n/d
15/07/2014;9;12;26;16;7;n/d;20;13;14;19;n/d;n/d;22;n/d
15/07/2014;10;8;28;12;5;2;11;13;11;15;n/d;n/d;13;n/d
15/07/2014;11;8;n/d;7;2;6;10;11;11;16;8;7;8;n/d
15/07/2014;12;7;n/d;6;4;6;15;12;8;19;8;7;12;n/d
15/07/2014;13;8;30;7;7;4;15;14;10;23;7;n/d;16;n/d
15/07/2014;14;9;31;7;4;5;13;14;11;20;8;n/d;20;n/d
15/07/2014;15;8;26;9;5;7;15;15;9;21;10;6;20;n/d
15/07/2014;16;10;26;6;4;5;12;12;9;27;10;8;15;n/d
15/07/2014;17;11;30;7;5;2;13;12;9;27;8;12;17;n/d
15/07/2014;18;10;28;11;6;5;11;13;8;12;10;11;13;n/d
15/07/2014;19;10;28;12;3;9;17;n/d;8;14;10;9;15;n/d
15/07/2014;20;14;22;11;3;7;19;14;13;16;13;10;19;n/d
15/07/2014;21;12;19;11;8;4;27;16;14;16;12;10;15;n/d
15/07/2014;22;9;22;12;10;3;15;14;11;17;12;15;13;n/d
15/07/2014;23;10;18;11;9;7;17;16;14;17;11;8;16;n/d
15/07/2014;24;10;20;11;7;7;14;13;14;20;12;8;16;n/d
16/07/2014;1;10;17;11;5;8;11;15;14;14;10;12;14;n/d
16/07/2014;2;10;14;12;4;9;14;16;8;15;10;11;13;n/d
16/07/2014;3;9;15;13;2;9;17;13;11;17;9;9;11;n/d
16/07/2014;4;10;18;11;0;10;12;12;12;18;12;8;28;n/d
16/07/2014;5;11;22;10;2;13;14;14;15;29;11;6;30;n/d
16/07/2014;6;12;27;11;7;9;23;13;16;36;16;9;37;n/d
16/07/2014;7;14;31;14;6;9;19;17;16;21;17;10;26;n/d
16/07/2014;8;15;32;11;6;7;18;21;9;31;16;9;22;n/d
16/07/2014;9;15;30;9;8;8;19;19;8;30;12;11;21;n/d
16/07/2014;10;15;27;10;9;5;19;18;12;22;12;9;24;n/d
16/07/2014;11;19;32;8;6;4;10;19;11;23;18;10;28;n/d
16/07/2014;12;18;27;12;3;6;14;22;12;20;13;8;22;n/d
16/07/2014;13;17;30;22;7;8;12;21;8;23;n/d;9;12;n/d
16/07/2014;14;18;34;16;6;6;14;21;18;27;n/d;12;29;n/d
16/07/2014;15;17;32;18;4;10;16;21;17;23;n/d;10;26;n/d
16/07/2014;16;n/d;31;19;8;7;16;18;17;19;n/d;11;29;n/d
16/07/2014;17;n/d;36;18;8;7;20;15;n/d;15;n/d;11;20;n/d
16/07/2014;18;n/d;32;15;7;5;18;16;n/d;15;n/d;13;24;n/d
16/07/2014;19;n/d;32;20;15;4;12;20;n/d;25;n/d;11;33;n/d
16/07/2014;20;n/d;31;17;8;7;13;26;n/d;35;n/d;21;31;n/d
16/07/2014;21;22;29;16;7;6;17;30;22;30;n/d;16;33;n/d
16/07/2014;22;26;33;22;9;12;28;32;25;38;n/d;13;30;n/d
16/07/2014;23;22;32;11;7;9;20;30;21;34;n/d;10;27;n/d
16/07/2014;24;16;18;12;9;8;17;20;17;25;n/d;11;23;n/d
17/07/2014;1;14;16;14;8;14;15;14;8;24;n/d;13;18;n/d
17/07/2014;2;13;14;12;6;11;14;13;9;20;10;7;17;n/d
17/07/2014;3;10;14;10;6;11;16;11;9;21;9;5;17;n/d
17/07/2014;4;9;19;10;6;12;15;12;11;22;10;6;18;n/d
17/07/2014;5;11;21;12;6;14;18;13;14;23;10;5;29;n/d
17/07/2014;6;12;25;7;4;13;22;14;n/d;25;12;3;34;n/d
17/07/2014;7;12;27;4;0;8;14;16;n/d;27;11;4;28;n/d
17/07/2014;8;12;28;12;8;5;20;19;16;30;13;7;21;n/d
17/07/2014;9;13;29;9;8;5;20;21;16;28;13;7;26;n/d
17/07/2014;10;14;28;10;6;11;16;24;15;33;14;10;17;n/d
17/07/2014;11;17;29;10;4;8;11;n/d;14;25;16;12;25;n/d
17/07/2014;12;15;28;7;6;4;12;n/d;14;27;n/d;12;19;n/d
17/07/2014;13;15;n/d;7;4;4;17;n/d;13;24;n/d;9;14;n/d
17/07/2014;14;15;n/d;9;5;4;8;n/d;10;24;n/d;9;16;n/d
17/07/2014;15;14;20;9;5;2;14;n/d;9;22;n/d;11;19;n/d
17/07/2014;16;n/d;21;10;7;2;11;n/d;8;16;n/d;9;19;n/d
17/07/2014;17;n/d;21;10;5;4;13;13;8;20;n/d;10;18;n/d
17/07/2014;18;n/d;21;19;5;8;12;12;9;20;n/d;8;23;n/d
17/07/2014;19;n/d;20;26;9;7;19;15;10;20;n/d;11;23;n/d
17/07/2014;20;n/d;21;18;5;17;17;15;14;17;n/d;10;25;n/d
17/07/2014;21;n/d;26;16;8;14;18;20;19;30;n/d;15;31;n/d
17/07/2014;22;19;28;14;8;15;20;18;23;35;n/d;15;26;n/d
17/07/2014;23;21;25;14;5;13;19;16;19;43;n/d;15;24;n/d
17/07/2014;24;21;22;19;11;9;16;17;17;20;n/d;15;15;n/d
18/07/2014;1;21;21;18;8;33;18;14;16;25;n/d;13;23;n/d
18/07/2014;2;20;21;18;9;10;16;16;13;30;14;12;18;n/d
18/07/2014;3;18;20;16;10;6;13;17;12;19;12;10;23;n/d
18/07/2014;4;18;22;17;8;7;13;14;13;22;13;14;28;n/d
18/07/2014;5;20;27;13;5;13;20;12;13;25;12;13;41;n/d
18/07/2014;6;24;37;11;0;8;30;15;15;24;13;14;34;n/d
18/07/2014;7;22;39;14;2;11;18;17;18;23;11;12;23;n/d
18/07/2014;8;19;31;14;6;7;16;18;17;22;12;10;25;n/d
18/07/2014;9;19;37;12;5;n/d;16;17;20;30;13;12;29;n/d
18/07/2014;10;n/d;35;11;6;n/d;19;18;26;28;14;18;31;n/d
18/07/2014;11;n/d;33;16;5;10;19;20;n/d;29;n/d;15;28;n/d
18/07/2014;12;n/d;34;12;7;8;16;21;n/d;23;n/d;12;20;n/d
